8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.085642972 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.094926670 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.104729638 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.128302763 UTC
	Jul 16, 2017 18:58:19.133810003 UTC
	Jul 16, 2017 18:58:19.134298441 UTC
	Jul 16, 2017 18:58:19.135696357 UTC
	Jul 16, 2017 18:58:19.137169378 UTC
	Jul 16, 2017 18:58:19.137302868 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.147439118 UTC
	Jul 16, 2017 18:58:19.147453701 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.151028649 UTC
	Jul 16, 2017 18:58:19.151476201 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.155193336 UTC
	Jul 16, 2017 18:58:19.155206461 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.159423180 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.163157295 UTC
	Jul 16, 2017 18:58:19.171860524 UTC
	Jul 16, 2017 18:58:19.171996930 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.197353128 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.207064378 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.228097399 UTC
d0:6f:4a:ae:e8:e2	Jul 16, 2017 18:58:19.229973701 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.309719847 UTC
8c:10:d4:dc:fc:53	Jul 16, 2017 18:58:19.312014326 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.330458128 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:19.340205420 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.402136826 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.411726617 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.432911461 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:19.450285315 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.504556930 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.514290888 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.535314795 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:19.549116774 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.606990472 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.616687242 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.637706774 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.709374951 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.719278128 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.740190263 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:19.811760263 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:19.842572399 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:19.923867659 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.016743284 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.026758544 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.119009794 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.128678701 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.149804638 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.221457503 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.231100576 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.252281513 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:20.262532659 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.323883909 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.333649742 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.354523544 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.426343336 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.456950003 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:20.463644221 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.528670888 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.538877607 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.559474794 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.631023596 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.640654950 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.733471982 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.743175732 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.764209065 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:20.835766252 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.845589742 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:20.866483284 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:20.939842190 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:20.941559690 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:20.943275679 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:20.944995784 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:20.948863440 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.040573336 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.050150106 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.071286565 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.142948336 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.156375419 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.173686773 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:21.178694325 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.245356773 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.251768856 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.259813023 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.270522867 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.276086617 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.347723440 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.378504794 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.450160940 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.459721825 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.552607763 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.562194273 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.583309117 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.757396252 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.770894690 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.874325210 UTC
34:bb:26:34:0b:54	Jul 16, 2017 18:58:21.876651044 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:21.890725002 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:21.962430887 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:21.972083700 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.064680731 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.075658596 UTC
8c:10:d4:dc:fc:53	Jul 16, 2017 18:58:22.077494637 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.096514116 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:22.104205262 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.166995887 UTC
	Jul 16, 2017 18:58:22.189553908 UTC
	Jul 16, 2017 18:58:22.190912658 UTC
	Jul 16, 2017 18:58:22.191058752 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.197715731 UTC
d0:6f:4a:ae:e8:e2	Jul 16, 2017 18:58:22.199535575 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.269352241 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.283269793 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.300734429 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.371772866 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.385116252 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.403506773 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:22.407587866 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.474232033 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.483866720 UTC
34:bb:26:34:0b:54	Jul 16, 2017 18:58:22.487086825 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.504974012 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.547910262 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.561499637 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.578548127 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.586179533 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.607377293 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.678989064 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.709721304 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:22.715603335 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.782410522 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.812162085 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.890653752 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:22.914579689 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:22.986239481 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:22.995920262 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.017024272 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.088594272 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.119352241 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.190981043 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:23.200565366 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.221915679 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.294976199 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:23.303039168 UTC
34:bb:26:34:0b:54	Jul 16, 2017 18:58:23.306803804 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.397061147 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:23.405378647 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.498652241 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:23.508070574 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.528974637 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.600623595 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.631381147 UTC
	Jul 16, 2017 18:58:23.670870105 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.703219064 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.733781980 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:23.736187658 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.805384012 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:23.815384324 UTC
	Jul 16, 2017 18:58:23.821110262 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.836166199 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:23.907801512 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:23.920368230 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:23.922133595 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:23.923990001 UTC
5c:e3:0e:13:dd:7e	Jul 16, 2017 18:58:23.925741460 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:23.938899116 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.023383543 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.040949793 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.122164532 UTC
	Jul 16, 2017 18:58:24.136767814 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.137641720 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.143349116 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.224586043 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:24.255040470 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.317380053 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.327054689 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.419780678 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.429423699 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.450945730 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:24.455899793 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.522237866 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.531915157 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.553024532 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:24.565042293 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.624617553 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.635232345 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.655394949 UTC
	Jul 16, 2017 18:58:24.707538595 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.727019428 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.755926095 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.758599688 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.765774063 UTC
	Jul 16, 2017 18:58:24.766775053 UTC
	Jul 16, 2017 18:58:24.767176772 UTC
	Jul 16, 2017 18:58:24.768058803 UTC
	Jul 16, 2017 18:58:24.768438803 UTC
	Jul 16, 2017 18:58:24.769350990 UTC
	Jul 16, 2017 18:58:24.769727865 UTC
	Jul 16, 2017 18:58:24.769855886 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.829748751 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.843144740 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.860116147 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.863812136 UTC
	Jul 16, 2017 18:58:24.873154480 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.878789636 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:24.882504063 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.905417865 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.909677136 UTC
	Jul 16, 2017 18:58:24.925119845 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:24.957404376 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:24.963435313 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:24.972602292 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.006521459 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.017209376 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.034263699 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.043950209 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.136612553 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.146193126 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:25.165689949 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.172174532 UTC
	Jul 16, 2017 18:58:25.208011980 UTC
	Jul 16, 2017 18:58:25.208757188 UTC
	Jul 16, 2017 18:58:25.209037917 UTC
	Jul 16, 2017 18:58:25.210182501 UTC
	Jul 16, 2017 18:58:25.210316615 UTC
	Jul 16, 2017 18:58:25.215688438 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.238981147 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.248367709 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:25.267107501 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.274446667 UTC
d0:6f:4a:ae:e8:e2	Jul 16, 2017 18:58:25.276253855 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.341408803 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.372109428 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.443866511 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.474606928 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.546220626 UTC
5c:dc:96:c9:ef:d1	Jul 16, 2017 18:58:25.576840365 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.584174740 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.648590209 UTC
cc:61:e5:b6:2c:68	Jul 16, 2017 18:58:25.653163959 UTC
	Jul 16, 2017 18:58:25.656974636 UTC
cc:61:e5:b6:2c:68	Jul 16, 2017 18:58:25.658907188 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.664666094 UTC
	Jul 16, 2017 18:58:25.664911355 UTC
	Jul 16, 2017 18:58:25.668624688 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.672035730 UTC
	Jul 16, 2017 18:58:25.672321146 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.675719167 UTC
	Jul 16, 2017 18:58:25.676012292 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.679437501 UTC
	Jul 16, 2017 18:58:25.679735990 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.682383073 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.690388803 UTC
	Jul 16, 2017 18:58:25.715674584 UTC
	Jul 16, 2017 18:58:25.723920365 UTC
5c:e3:0e:13:dd:7c	Jul 16, 2017 18:58:25.751135678 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.804826303 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.815837969 UTC
90:94:e4:ad:0b:20	Jul 16, 2017 18:58:25.849351980 UTC
	Jul 16, 2017 18:58:25.853599115 UTC
	Jul 16, 2017 18:58:25.854202292 UTC
	Jul 16, 2017 18:58:25.854774167 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.859278594 UTC
8c:10:d4:dc:fc:56	Jul 16, 2017 18:58:25.865040313 UTC
